"성씨, 본관별","행정구역별(시군구)",2015
"이(李)","세종특별자치시",30455
"이(李)","경기도",1856028
"이(李)","강원도",216909
"이(李)","충청북도",237914
"이(李)","충청남도",327336
"이(李)","전라북도",251483
"이(李)","전라남도",205798
"이(李)","경상북도",391378
"이(李)","경상남도",441464
"이(李)","제주특별자치도",60553
"인(印)","전국",22363
"인(印)","서울특별시",5195
"인(印)","부산광역시",371
"인(印)","대구광역시",268
"인(印)","인천광역시",2513
"인(印)","광주광역시",157
"인(印)","대전광역시",800
"인(印)","울산광역시",128
"인(印)","세종특별자치시",157
"인(印)","경기도",7122
"인(印)","강원도",384
"인(印)","충청북도",449
"인(印)","충청남도",3378
"인(印)","전라북도",516
"인(印)","전라남도",191
"인(印)","경상북도",407
"인(印)","경상남도",253
"인(印)","제주특별자치도",74
"임(任)","전국",191261
"임(任)","서울특별시",42421
"임(任)","부산광역시",6551
"임(任)","대구광역시",3520
"임(任)","인천광역시",12137
"임(任)","광주광역시",7927
"임(任)","대전광역시",8938
"임(任)","울산광역시",2856
"임(任)","세종특별자치시",817
"임(任)","경기도",53006
"임(任)","강원도",4929
"임(任)","충청북도",5912
"임(任)","충청남도",12849
"임(任)","전라북도",6214
"임(任)","전라남도",9049
"임(任)","경상북도",4676
"임(任)","경상남도",4377
"임(任)","제주특별자치도",5082
"임(林)","전국",823921
"임(林)","서울특별시",163027
"임(林)","부산광역시",48892
"임(林)","대구광역시",35549
"임(林)","인천광역시",46938
"임(林)","광주광역시",30223
"임(林)","대전광역시",28010
"임(林)","울산광역시",16201
"임(林)","세종특별자치시",6273
"임(林)","경기도",201680
"임(林)","강원도",20311
"임(林)","충청북도",26891
"임(林)","충청남도",35455
"임(林)","전라북도",37023
"임(林)","전라남도",31265
"임(林)","경상북도",44853
"임(林)","경상남도",45790
"임(林)","제주특별자치도",5540
"장(張)","전국",992721
"장(張)","서울특별시",191049
"장(張)","부산광역시",62455
"장(張)","대구광역시",53284
"장(張)","인천광역시",59398
"장(張)","광주광역시",28820
"장(張)","대전광역시",26438
"장(張)","울산광역시",21548
"장(張)","세종특별자치시",4023
"장(張)","경기도",241997
"장(張)","강원도",31056
"장(張)","충청북도",33714
"장(張)","충청남도",39650
"장(張)","전라북도",36575
"장(張)","전라남도",39870
"장(張)","경상북도",59675
"장(張)","경상남도",54228
"장(張)","제주특별자치도",8941
"장(章)","전국",5764
"장(章)","서울특별시",955
"장(章)","부산광역시",993
"장(章)","대구광역시",484
"장(章)","인천광역시",169
"장(章)","광주광역시",20
"장(章)","대전광역시",112
"장(章)","울산광역시",217
"장(章)","세종특별자치시",8
"장(章)","경기도",1017
"장(章)","강원도",55
"장(章)","충청북도",39
"장(章)","충청남도",79
"장(章)","전라북도",129
"장(章)","전라남도",28
"장(章)","경상북도",227
"장(章)","경상남도",1214
"장(章)","제주특별자치도",18
"장(蔣)","전국",21508
"장(蔣)","서울특별시",2948
"장(蔣)","부산광역시",2779
"장(蔣)","대구광역시",4042
"장(蔣)","인천광역시",588
"장(蔣)","광주광역시",201
"장(蔣)","대전광역시",343
"장(蔣)","울산광역시",1016
"장(蔣)","세종특별자치시",75
"장(蔣)","경기도",3103
"장(蔣)","강원도",293
"장(蔣)","충청북도",256
"장(蔣)","충청남도",388
"장(蔣)","전라북도",169
"장(蔣)","전라남도",234
"장(蔣)","경상북도",3066
"장(蔣)","경상남도",1923
"장(蔣)","제주특별자치도",84
"전(全)","전국",559110
"전(全)","서울특별시",103808
"전(全)","부산광역시",34071
"전(全)","대구광역시",32470
"전(全)","인천광역시",33316
"전(全)","광주광역시",14586
"전(全)","대전광역시",18954
"전(全)","울산광역시",11990
"전(全)","세종특별자치시",2266
"전(全)","경기도",134607
"전(全)","강원도",28770
"전(全)","충청북도",21796
"전(全)","충청남도",21783
"전(全)","전라북도",20399
"전(全)","전라남도",15931
"전(全)","경상북도",31864
"전(全)","경상남도",29181
"전(全)","제주특별자치도",3318
"전(田)","전국",186469
"전(田)","서울특별시",35680
"전(田)","부산광역시",15051
"전(田)","대구광역시",7133
"전(田)","인천광역시",11192
"전(田)","광주광역시",3956
"전(田)","대전광역시",5944
"전(田)","울산광역시",3684
"전(田)","세종특별자치시",765
"전(田)","경기도",44323
"전(田)","강원도",3588
"전(田)","충청북도",3255
"전(田)","충청남도",12859
"전(田)","전라북도",8593
"전(田)","전라남도",3900
"전(田)","경상북도",8484
"전(田)","경상남도",16929
"전(田)","제주특별자치도",1133
"전(錢)","전국",3678
"전(錢)","서울특별시",894
"전(錢)","부산광역시",174
"전(錢)","대구광역시",167
"전(錢)","인천광역시",158
"전(錢)","광주광역시",120
"전(錢)","대전광역시",65
"전(錢)","울산광역시",43
"전(錢)","세종특별자치시",8
"전(錢)","경기도",1003
"전(錢)","강원도",90
"전(錢)","충청북도",191
"전(錢)","충청남도",175
"전(錢)","전라북도",47
"전(錢)","전라남도",125
"전(錢)","경상북도",300
"전(錢)","경상남도",107
"전(錢)","제주특별자치도",11
"정(丁)","전국",243803
"정(丁)","서울특별시",49172
"정(丁)","부산광역시",15477
"정(丁)","대구광역시",8346
"정(丁)","인천광역시",12915
"정(丁)","광주광역시",15906
"정(丁)","대전광역시",5439
"정(丁)","울산광역시",4129
"정(丁)","세종특별자치시",800
"정(丁)","경기도",57259
"정(丁)","강원도",5225
"정(丁)","충청북도",4620
"정(丁)","충청남도",8216
"정(丁)","전라북도",10490
"정(丁)","전라남도",21882
"정(丁)","경상북도",8603
"정(丁)","경상남도",13653
"정(丁)","제주특별자치도",1671
"정(程)","전국",11683
"정(程)","서울특별시",2318
"정(程)","부산광역시",418
"정(程)","대구광역시",128
"정(程)","인천광역시",516
"정(程)","광주광역시",2073
"정(程)","대전광역시",758
"정(程)","울산광역시",150
"정(程)","세종특별자치시",40
"정(程)","경기도",2594
"정(程)","강원도",246
"정(程)","충청북도",173
"정(程)","충청남도",320
"정(程)","전라북도",713
"정(程)","전라남도",758
"정(程)","경상북도",145
"정(程)","경상남도",298
"정(程)","제주특별자치도",35
"정(鄭)","전국",2151879
"정(鄭)","서울특별시",399740
"정(鄭)","부산광역시",173353
"정(鄭)","대구광역시",109560
"정(鄭)","인천광역시",112042
"정(鄭)","광주광역시",74306
"정(鄭)","대전광역시",61844
"정(鄭)","울산광역시",52866
"정(鄭)","세종특별자치시",7596
"정(鄭)","경기도",491096
"정(鄭)","강원도",59025
"정(鄭)","충청북도",64445
"정(鄭)","충청남도",79060
"정(鄭)","전라북도",71590
"정(鄭)","전라남도",85909
"정(鄭)","경상북도",117659
"정(鄭)","경상남도",176320
"정(鄭)","제주특별자치도",15468
"제(諸)","전국",21976
"제(諸)","서울특별시",2592
"제(諸)","부산광역시",4301
"제(諸)","대구광역시",1202
"제(諸)","인천광역시",500
"제(諸)","광주광역시",303
"제(諸)","대전광역시",325
"제(諸)","울산광역시",594
"제(諸)","세종특별자치시",35
"제(諸)","경기도",2923
"제(諸)","강원도",166
"제(諸)","충청북도",255
"제(諸)","충청남도",284
"제(諸)","전라북도",303
"제(諸)","전라남도",600
"제(諸)","경상북도",773
"제(諸)","경상남도",6710
"제(諸)","제주특별자치도",110
"제갈(諸葛)","전국",5655
"제갈(諸葛)","서울특별시",837
"제갈(諸葛)","부산광역시",331
"제갈(諸葛)","대구광역시",1390
"제갈(諸葛)","인천광역시",180
"제갈(諸葛)","광주광역시",147
"제갈(諸葛)","대전광역시",139
"제갈(諸葛)","울산광역시",146
"제갈(諸葛)","세종특별자치시",7
"제갈(諸葛)","경기도",1106
"제갈(諸葛)","강원도",106
"제갈(諸葛)","충청북도",68
"제갈(諸葛)","충청남도",107
"제갈(諸葛)","전라북도",94
"제갈(諸葛)","전라남도",244
"제갈(諸葛)","경상북도",459
"제갈(諸葛)","경상남도",282
"제갈(諸葛)","제주특별자치도",12
"조(曺)","전국",398260
"조(曺)","서울특별시",73956
"조(曺)","부산광역시",33124
"조(曺)","대구광역시",23288
"조(曺)","인천광역시",18842
"조(曺)","광주광역시",22880
"조(曺)","대전광역시",10136
"조(曺)","울산광역시",8116
"조(曺)","세종특별자치시",1176
"조(曺)","경기도",86469
"조(曺)","강원도",9525
"조(曺)","충청북도",8770
"조(曺)","충청남도",12751
"조(曺)","전라북도",11428
"조(曺)","전라남도",19770
"조(曺)","경상북도",19725
"조(曺)","경상남도",36252
"조(曺)","제주특별자치도",2052
"조(趙)","전국",1055567
"조(趙)","서울특별시",215998
"조(趙)","부산광역시",63307
"조(趙)","대구광역시",39716
"조(趙)","인천광역시",67616
"조(趙)","광주광역시",26858
"조(趙)","대전광역시",33554
"조(趙)","울산광역시",18891
"조(趙)","세종특별자치시",4087
"조(趙)","경기도",273759
"조(趙)","강원도",28855
"조(趙)","충청북도",35286
"조(趙)","충청남도",50627
"조(趙)","전라북도",40011
"조(趙)","전라남도",37234
"조(趙)","경상북도",44318
"조(趙)","경상남도",66667
"조(趙)","제주특별자치도",8783
"좌(左)","전국",3378
"좌(左)","서울특별시",457
"좌(左)","부산광역시",170
"좌(左)","대구광역시",12
"좌(左)","인천광역시",52
"좌(左)","광주광역시",19
"좌(左)","대전광역시",35
"좌(左)","울산광역시",38
"좌(左)","경기도",384
"좌(左)","강원도",32
"좌(左)","충청북도",21
"좌(左)","충청남도",35
"좌(左)","전라북도",26
"좌(左)","전라남도",17
"좌(左)","경상북도",75
"좌(左)","경상남도",53
"좌(左)","제주특별자치도",1948
"주(周)","전국",37240
"주(周)","서울특별시",6676
"주(周)","부산광역시",3573
"주(周)","대구광역시",1210
"주(周)","인천광역시",1931
"주(周)","광주광역시",1261
"주(周)","대전광역시",1785
"주(周)","울산광역시",688
"주(周)","세종특별자치시",148
"주(周)","경기도",7701
"주(周)","강원도",579
"주(周)","충청북도",1769
"주(周)","충청남도",1416
"주(周)","전라북도",866
"주(周)","전라남도",1116
"주(周)","경상북도",963
"주(周)","경상남도",5376
"주(周)","제주특별자치도",182
"주(朱)","전국",194766
"주(朱)","서울특별시",37968
"주(朱)","부산광역시",14613
"주(朱)","대구광역시",6254
"주(朱)","인천광역시",11356
"주(朱)","광주광역시",7670
"주(朱)","대전광역시",4681
"주(朱)","울산광역시",4357
"주(朱)","세종특별자치시",532
"주(朱)","경기도",46354
"주(朱)","강원도",5672
"주(朱)","충청북도",3851
"주(朱)","충청남도",7361
"주(朱)","전라북도",7352
"주(朱)","전라남도",12991
"주(朱)","경상북도",8501
"주(朱)","경상남도",14193
"주(朱)","제주특별자치도",1060
"지(智)","전국",6070
"지(智)","서울특별시",1266
"지(智)","부산광역시",165
"지(智)","대구광역시",59
"지(智)","인천광역시",336
"지(智)","광주광역시",32
"지(智)","대전광역시",101
"지(智)","울산광역시",103
"지(智)","세종특별자치시",39
"지(智)","경기도",2072
"지(智)","강원도",791
"지(智)","충청북도",648
"지(智)","충청남도",166
"지(智)","전라북도",34
"지(智)","전라남도",31
"지(智)","경상북도",105
"지(智)","경상남도",100
"지(智)","제주특별자치도",22
"지(池)","전국",153491
"지(池)","서울특별시",29798
"지(池)","부산광역시",8119
"지(池)","대구광역시",5201
"지(池)","인천광역시",9905
"지(池)","광주광역시",3047
"지(池)","대전광역시",4718
"지(池)","울산광역시",3172
"지(池)","세종특별자치시",534
"지(池)","경기도",41422
"지(池)","강원도",7107
"지(池)","충청북도",8639
"지(池)","충청남도",8141
"지(池)","전라북도",3228
"지(池)","전라남도",4128
"지(池)","경상북도",7403
"지(池)","경상남도",7495
"지(池)","제주특별자치도",1434
"진(晋)","전국",7566
"진(晋)","서울특별시",1758
"진(晋)","부산광역시",268
"진(晋)","대구광역시",104
"진(晋)","인천광역시",423
"진(晋)","광주광역시",218
"진(晋)","대전광역시",137
"진(晋)","울산광역시",58
"진(晋)","세종특별자치시",23
"진(晋)","경기도",1920
"진(晋)","강원도",48
"진(晋)","충청북도",79
"진(晋)","충청남도",191
"진(晋)","전라북도",1740
"진(晋)","전라남도",235
"진(晋)","경상북도",142
"진(晋)","경상남도",183
"진(晋)","제주특별자치도",39
"진(秦)","전국",19301
"진(秦)","서울특별시",3665
"진(秦)","부산광역시",965
"진(秦)","대구광역시",1002
"진(秦)","인천광역시",1076
"진(秦)","광주광역시",89
"진(秦)","대전광역시",333
"진(秦)","울산광역시",381
"진(秦)","세종특별자치시",57
"진(秦)","경기도",4409
"진(秦)","강원도",1034
"진(秦)","충청북도",524
"진(秦)","충청남도",353
"진(秦)","전라북도",122
"진(秦)","전라남도",184
"진(秦)","경상북도",1174
"진(秦)","경상남도",540
"진(秦)","제주특별자치도",3393
"진(陣)","전국",1740
"진(陣)","서울특별시",285
"진(陣)","부산광역시",192
"진(陣)","대구광역시",73
"진(陣)","인천광역시",89
"진(陣)","광주광역시",42
"진(陣)","대전광역시",53
"진(陣)","울산광역시",48
"진(陣)","세종특별자치시",5
"진(陣)","경기도",386
"진(陣)","강원도",56
"진(陣)","충청북도",56
"진(陣)","충청남도",67
"진(陣)","전라북도",71
"진(陣)","전라남도",61
"진(陣)","경상북도",76
"진(陣)","경상남도",169
"진(陣)","제주특별자치도",11
"진(陳)","전국",157599
"진(陳)","서울특별시",28248
"진(陳)","부산광역시",13766
"진(陳)","대구광역시",7155
"진(陳)","인천광역시",6984
"진(陳)","광주광역시",4897
"진(陳)","대전광역시",4550
"진(陳)","울산광역시",3705
"진(陳)","세종특별자치시",770
"진(陳)","경기도",34288
"진(陳)","강원도",4880
"진(陳)","충청북도",4081
"진(陳)","충청남도",5108
"진(陳)","전라북도",8040
"진(陳)","전라남도",5670
"진(陳)","경상북도",7061
"진(陳)","경상남도",17742
"진(陳)","제주특별자치도",654
"차(車)","전국",194782
"차(車)","서울특별시",36431
"차(車)","부산광역시",14992
"차(車)","대구광역시",9601
"차(車)","인천광역시",12888
"차(車)","광주광역시",5527
"차(車)","대전광역시",5574
"차(車)","울산광역시",6409
"차(車)","세종특별자치시",614
"차(車)","경기도",47327
"차(車)","강원도",4852
"차(車)","충청북도",4679
"차(車)","충청남도",7694
"차(車)","전라북도",5535
"차(車)","전라남도",7318
"차(車)","경상북도",7605
"차(車)","경상남도",16457
"차(車)","제주특별자치도",1279
"채(蔡)","전국",131557
"채(蔡)","서울특별시",27652
"채(蔡)","부산광역시",5732
"채(蔡)","대구광역시",8383
"채(蔡)","인천광역시",7899
"채(蔡)","광주광역시",5068
"채(蔡)","대전광역시",3447
"채(蔡)","울산광역시",1773
"채(蔡)","세종특별자치시",586
"채(蔡)","경기도",32037
"채(蔡)","강원도",3261
"채(蔡)","충청북도",4007
"채(蔡)","충청남도",4949
"채(蔡)","전라북도",8341
"채(蔡)","전라남도",5446
"채(蔡)","경상북도",6960
"채(蔡)","경상남도",4657
"채(蔡)","제주특별자치도",1359
"천(千)","전국",121780
"천(千)","서울특별시",20501
"천(千)","부산광역시",10769
"천(千)","대구광역시",6176
"천(千)","인천광역시",6093
"천(千)","광주광역시",3831
"천(千)","대전광역시",3719
"천(千)","울산광역시",3763
"천(千)","세종특별자치시",388
"천(千)","경기도",26337
"천(千)","강원도",3057
"천(千)","충청북도",3225
"천(千)","충청남도",4262
"천(千)","전라북도",2975
"천(千)","전라남도",5705
"천(千)","경상북도",8058
"천(千)","경상남도",12206
"천(千)","제주특별자치도",715
"최(催)","전국",6582
"최(催)","서울특별시",777
"최(催)","부산광역시",448
"최(催)","대구광역시",244
"최(催)","인천광역시",455
"최(催)","광주광역시",208
"최(催)","대전광역시",131
"최(催)","울산광역시",176
"최(催)","세종특별자치시",34
"최(催)","경기도",1611
"최(催)","강원도",303
"최(催)","충청북도",276
"최(催)","충청남도",344
"최(催)","전라북도",348
"최(催)","전라남도",362
"최(催)","경상북도",343
"최(催)","경상남도",456
"최(催)","제주특별자치도",66
"최(崔)","전국",2333927
"최(崔)","서울특별시",447597
"최(崔)","부산광역시",152559
"최(崔)","대구광역시",109651
"최(崔)","인천광역시",136903
"최(崔)","광주광역시",68523
"최(崔)","대전광역시",64623
"최(崔)","울산광역시",57255
"최(崔)","세종특별자치시",8747
"최(崔)","경기도",575020
"최(崔)","강원도",93790
"최(崔)","충청북도",68548
"최(崔)","충청남도",97149
"최(崔)","전라북도",98409
"최(崔)","전라남도",79027
"최(崔)","경상북도",127339
"최(崔)","경상남도",137661
"최(崔)","제주특별자치도",11126
"추(秋)","전국",60483
"추(秋)","서울특별시",9755
"추(秋)","부산광역시",5772
"추(秋)","대구광역시",4621
"추(秋)","인천광역시",3539
"추(秋)","광주광역시",2129
"추(秋)","대전광역시",1445
"추(秋)","울산광역시",1644
"추(秋)","세종특별자치시",181
"추(秋)","경기도",11951
"추(秋)","강원도",1740
"추(秋)","충청북도",1418
"추(秋)","충청남도",2001
"추(秋)","전라북도",1972
"추(秋)","전라남도",3229
"추(秋)","경상북도",3052
"추(秋)","경상남도",5668
"추(秋)","제주특별자치도",366
"탁(卓)","전국",21099
"탁(卓)","서울특별시",4054
"탁(卓)","부산광역시",1856
"탁(卓)","대구광역시",748
"탁(卓)","인천광역시",1148
"탁(卓)","광주광역시",579
"탁(卓)","대전광역시",444
"탁(卓)","울산광역시",386
"탁(卓)","세종특별자치시",45
"탁(卓)","경기도",4770
"탁(卓)","강원도",1289
"탁(卓)","충청북도",460
"탁(卓)","충청남도",418
"탁(卓)","전라북도",1087
"탁(卓)","전라남도",748
"탁(卓)","경상북도",967
"탁(卓)","경상남도",2023
"탁(卓)","제주특별자치도",77
"태(太)","전국",9063
"태(太)","서울특별시",1847
"태(太)","부산광역시",574
"태(太)","대구광역시",671
"태(太)","인천광역시",611
"태(太)","광주광역시",89
"태(太)","대전광역시",415
"태(太)","울산광역시",150
"태(太)","세종특별자치시",34
"태(太)","경기도",2158
"태(太)","강원도",264
"태(太)","충청북도",215
"태(太)","충청남도",207
"태(太)","전라북도",740
"태(太)","전라남도",70
"태(太)","경상북도",702
"태(太)","경상남도",297
"태(太)","제주특별자치도",19
"팽(彭)","전국",2935
"팽(彭)","서울특별시",482
"팽(彭)","부산광역시",252
"팽(彭)","대구광역시",102
"팽(彭)","인천광역시",95
"팽(彭)","광주광역시",13
"팽(彭)","대전광역시",46
"팽(彭)","울산광역시",54
"팽(彭)","세종특별자치시",19
"팽(彭)","경기도",521
"팽(彭)","강원도",53
"팽(彭)","충청북도",72
"팽(彭)","충청남도",53
"팽(彭)","전라북도",18
"팽(彭)","전라남도",23
"팽(彭)","경상북도",74
"팽(彭)","경상남도",1049
"팽(彭)","제주특별자치도",9
"편(片)","전국",16689
"편(片)","서울특별시",3140
"편(片)","부산광역시",818
"편(片)","대구광역시",678
"편(片)","인천광역시",1055
"편(片)","광주광역시",463
"편(片)","대전광역시",541
"편(片)","울산광역시",315
"편(片)","세종특별자치시",64
"편(片)","경기도",4375
"편(片)","강원도",320
"편(片)","충청북도",268
"편(片)","충청남도",1707
"편(片)","전라북도",347
"편(片)","전라남도",505
"편(片)","경상북도",1259
"편(片)","경상남도",757
"편(片)","제주특별자치도",77
"표(表)","전국",30743
"표(表)","서울특별시",6066
"표(表)","부산광역시",2119
"표(表)","대구광역시",1622
"표(表)","인천광역시",1807
"표(表)","광주광역시",904
"표(表)","대전광역시",800
"표(表)","울산광역시",542
"표(表)","세종특별자치시",94
"표(表)","경기도",8325
"표(表)","강원도",545
"표(表)","충청북도",976
"표(表)","충청남도",1768
"표(表)","전라북도",806
"표(表)","전라남도",761
"표(表)","경상북도",892
"표(表)","경상남도",2593
"표(表)","제주특별자치도",123
"피(皮)","전국",6578
"피(皮)","서울특별시",1322
"피(皮)","부산광역시",284
"피(皮)","대구광역시",548
"피(皮)","인천광역시",371
"피(皮)","광주광역시",27
"피(皮)","대전광역시",96
"피(皮)","울산광역시",102
"피(皮)","세종특별자치시",13
"피(皮)","경기도",2059
"피(皮)","강원도",242
"피(皮)","충청북도",608
"피(皮)","충청남도",122
"피(皮)","전라북도",29
"피(皮)","전라남도",43
"피(皮)","경상북도",521
"피(皮)","경상남도",170
"피(皮)","제주특별자치도",21
"하(夏)","전국",2475
"하(夏)","서울특별시",405
"하(夏)","부산광역시",207
"하(夏)","대구광역시",537
"하(夏)","인천광역시",94
"하(夏)","광주광역시",32
"하(夏)","대전광역시",44
"하(夏)","울산광역시",28
"하(夏)","세종특별자치시",6
"하(夏)","경기도",472
"하(夏)","강원도",38
"하(夏)","충청북도",28
"하(夏)","충청남도",36
"하(夏)","전라북도",178
"하(夏)","전라남도",20
"하(夏)","경상북도",163
"하(夏)","경상남도",171
"하(夏)","제주특별자치도",16
"하(河)","전국",230481
"하(河)","서울특별시",37779
"하(河)","부산광역시",30287
"하(河)","대구광역시",14381
"하(河)","인천광역시",10143
"하(河)","광주광역시",4732
"하(河)","대전광역시",4806
"하(河)","울산광역시",6565
"하(河)","세종특별자치시",740
"하(河)","경기도",42205
"하(河)","강원도",3561
"하(河)","충청북도",4493
"하(河)","충청남도",6079
"하(河)","전라북도",7891
"하(河)","전라남도",6039
"하(河)","경상북도",12929
"하(河)","경상남도",36591
"하(河)","제주특별자치도",1260
"한(韓)","전국",773404
"한(韓)","서울특별시",162420
"한(韓)","부산광역시",42559
"한(韓)","대구광역시",25230
"한(韓)","인천광역시",53288
"한(韓)","광주광역시",19563
"한(韓)","대전광역시",25688
"한(韓)","울산광역시",14691
"한(韓)","세종특별자치시",3097
"한(韓)","경기도",211732
"한(韓)","강원도",21739
"한(韓)","충청북도",24580
"한(韓)","충청남도",38583
"한(韓)","전라북도",31053
"한(韓)","전라남도",23316
"한(韓)","경상북도",27458
"한(韓)","경상남도",36722
"한(韓)","제주특별자치도",11685
"함(咸)","전국",80659
"함(咸)","서울특별시",16545
"함(咸)","부산광역시",2283
"함(咸)","대구광역시",2283
"함(咸)","인천광역시",5877
"함(咸)","광주광역시",921
"함(咸)","대전광역시",1773
"함(咸)","울산광역시",1202
"함(咸)","세종특별자치시",234
"함(咸)","경기도",24091
"함(咸)","강원도",9813
"함(咸)","충청북도",3133
"함(咸)","충청남도",3391
"함(咸)","전라북도",1981
"함(咸)","전라남도",1426
"함(咸)","경상북도",3074
"함(咸)","경상남도",1891
"함(咸)","제주특별자치도",741
"허(許)","전국",326770
"허(許)","서울특별시",59686
"허(許)","부산광역시",29152
"허(許)","대구광역시",17868
"허(許)","인천광역시",16845
"허(許)","광주광역시",6888
"허(許)","대전광역시",7484
"허(許)","울산광역시",8093
"허(許)","세종특별자치시",1164
"허(許)","경기도",74982
"허(許)","강원도",10994
"허(許)","충청북도",9435
"허(許)","충청남도",10461
"허(許)","전라북도",9745
"허(許)","전라남도",11017
"허(許)","경상북도",16454
"허(許)","경상남도",30609
"허(許)","제주특별자치도",5893
"현(玄)","전국",88824
"현(玄)","서울특별시",16494
"현(玄)","부산광역시",4249
"현(玄)","대구광역시",4899
"현(玄)","인천광역시",4461
"현(玄)","광주광역시",1130
"현(玄)","대전광역시",2489
"현(玄)","울산광역시",1429
"현(玄)","세종특별자치시",411
"현(玄)","경기도",21264
"현(玄)","강원도",2208
"현(玄)","충청북도",2170
"현(玄)","충청남도",4829
"현(玄)","전라북도",1622
"현(玄)","전라남도",1104
"현(玄)","경상북도",3860
"현(玄)","경상남도",2646
"현(玄)","제주특별자치도",13559
"형(邢)","전국",7239
"형(邢)","서울특별시",1473
"형(邢)","부산광역시",397
"형(邢)","대구광역시",276
"형(邢)","인천광역시",304
"형(邢)","광주광역시",524
"형(邢)","대전광역시",205
"형(邢)","울산광역시",81
"형(邢)","세종특별자치시",21
"형(邢)","경기도",1743
"형(邢)","강원도",70
"형(邢)","충청북도",54
"형(邢)","충청남도",117
"형(邢)","전라북도",1051
"형(邢)","전라남도",384
"형(邢)","경상북도",162
"형(邢)","경상남도",351
"형(邢)","제주특별자치도",26
"호(扈)","전국",4340
"호(扈)","서울특별시",1095
"호(扈)","부산광역시",76
"호(扈)","대구광역시",30
"호(扈)","인천광역시",384
"호(扈)","광주광역시",34
"호(扈)","대전광역시",306
"호(扈)","울산광역시",35
"호(扈)","세종특별자치시",30
"호(扈)","경기도",1362
"호(扈)","강원도",80
"호(扈)","충청북도",97
"호(扈)","충청남도",534
"호(扈)","전라북도",144
"호(扈)","전라남도",24
"호(扈)","경상북도",43
"호(扈)","경상남도",63
"호(胡)","전국",1494
"호(胡)","서울특별시",387
"호(胡)","부산광역시",68
"호(胡)","대구광역시",12
"호(胡)","인천광역시",175
"호(胡)","광주광역시",20
"호(胡)","대전광역시",13
"호(胡)","울산광역시",23
"호(胡)","경기도",515
"호(胡)","강원도",102
"호(胡)","충청북도",43
"호(胡)","충청남도",33
"호(胡)","전라북도",24
"호(胡)","전라남도",11
"호(胡)","경상북도",26
"호(胡)","경상남도",32
"호(胡)","제주특별자치도",8
"홍(洪)","전국",558853
"홍(洪)","서울특별시",117677
"홍(洪)","부산광역시",26854
"홍(洪)","대구광역시",22936
"홍(洪)","인천광역시",34766
"홍(洪)","광주광역시",12944
"홍(洪)","대전광역시",16362
"홍(洪)","울산광역시",9626
"홍(洪)","세종특별자치시",3233
"홍(洪)","경기도",156297
"홍(洪)","강원도",25164
"홍(洪)","충청북도",20070
"홍(洪)","충청남도",22983
"홍(洪)","전라북도",17040
"홍(洪)","전라남도",13726
"홍(洪)","경상북도",22544
"홍(洪)","경상남도",25048
"홍(洪)","제주특별자치도",11583
"황(黃)","전국",697171
"황(黃)","서울특별시",130120
"황(黃)","부산광역시",50057
"황(黃)","대구광역시",36410
"황(黃)","인천광역시",40371
"황(黃)","광주광역시",15543
"황(黃)","대전광역시",22251
"황(黃)","울산광역시",17722
"황(黃)","세종특별자치시",3160
"황(黃)","경기도",162432
"황(黃)","강원도",20843
"황(黃)","충청북도",20536
"황(黃)","충청남도",26673
"황(黃)","전라북도",25741
"황(黃)","전라남도",23087
"황(黃)","경상북도",45621
"황(黃)","경상남도",52703
"황(黃)","제주특별자치도",3901
"황보(皇甫)","전국",10383
"황보(皇甫)","서울특별시",1414
"황보(皇甫)","부산광역시",1019
"황보(皇甫)","대구광역시",1406
"황보(皇甫)","인천광역시",356
"황보(皇甫)","광주광역시",104
"황보(皇甫)","대전광역시",136
"황보(皇甫)","울산광역시",745
"황보(皇甫)","세종특별자치시",17
"황보(皇甫)","경기도",1686
"황보(皇甫)","강원도",276
"황보(皇甫)","충청북도",187
"황보(皇甫)","충청남도",177
"황보(皇甫)","전라북도",53
"황보(皇甫)","전라남도",158
"황보(皇甫)","경상북도",2152
"황보(皇甫)","경상남도",418
"황보(皇甫)","제주특별자치도",79
"기타","전국",123516
"기타","서울특별시",33389
"기타","부산광역시",5450
"기타","대구광역시",3370
"기타","인천광역시",7791
"기타","광주광역시",2684
"기타","대전광역시",2295
"기타","울산광역시",2007
"기타","세종특별자치시",349
"기타","경기도",35893
"기타","강원도",2750
"기타","충청북도",3363
"기타","충청남도",4679
"기타","전라북도",3482
"기타","전라남도",4172
"기타","경상북도",4248
"기타","경상남도",5711
"기타","제주특별자치도",1935
